No;cleaning;label;dimensi_MBI;catatan
652;wkwk ahli gizi buat mbg sklh nya adekku keluar jd mbg nya berhenti sementara pusing orangnya kerja banyak gaji dikit kali ya mana adekku sering bilang ada aja cacatnya buah ada uletnya sayur kecut nasi kering wkwkwk;burnout;RPA;-
653;bener si kk knp ga pake art ya kan kalo dua nya udah capek kerja daripada ego siapa yg nyiapin ini itu ya pake jasa atau art aja si tinggal bayar kwkw;tidak_burnout;tidak_burnout;-
654;tetep ga worth it anjir mending ngekos pp jam ttp aja berasa mati apalagi baliknya jam bayangkan abis capek kerja pgn rebahan tp harus melewati jam buat sampe rumah;burnout;EE;-
655;sulitnya menjadi hamba yang bermurah syukur;tidak_burnout;tidak_burnout;-
656;bukti capek kerja sama cina;burnout;EE;-
657;pernah iseng jeplak di depan mertua kalau dah capek kerja mau di rumah aja ngurus anak gong nya dia bilang kalau sayang banget gaji udah segitu di lepas jadi semua itu karena uang gedeg lamalama terus anak aku nggak sayang gitu kalau ditinggal;burnout;CY;-
658;dulu doa buat bisa kerja dimana aja bahkan lingkungan toxicpun ok asalkan kerja udah muak banget di tanya tetangga dan sodara kok blom kerja alhasil bener dpt kerja di lingkungan toxic gaji dikit terus resign dpt kerja lagi gajinya makin dikit gpp yg penting kerja;burnout;RPA;-
659;sarannya masuk akal semua tp semenjak kerja dan siftnya ga pasti beneran dah acak²an jam tidurnya kadang udh capek kerja tp ttp ga bjsa tidur tp aku ngrasa karena kurang olahraga si;burnout;EE;-
660;pinjam aja ke bank pinjol aku bukan dinas sosial kita sama capek kerja nyari uang;burnout;EE;-
661;pagi sampe malem aman pikiran tenang cuma capek kerja;burnout;EE;-
662;beginilah kerja jobdesk seabrek gaji dikit;burnout;RPA;-
663;tipes lama yg ada udh mah capek kerja capek di perjalanan juga;burnout;EE;-
664;jangan capek kerja ya teman karna disini ada aku yg masih berjuang buat dapetin pekerjaan;tidak_burnout;tidak_burnout;-
665;capek kerja boleh tapi badan jgn ikutan drop y chat dokterpsikolog konsulcblz obat;tidak_burnout;tidak_burnout;-
666;kalau lagi capek kerja atau kuliah main roblox aja;tidak_burnout;tidak_burnout;-
667;kalau lagi capek kerja inget aja generasi perintis gak boleh lelah;tidak_burnout;tidak_burnout;-
668;ni ribut mulu kaga selese aku makan dl deh yh dh capek kerja;burnout;EE;-
669;capekcapek kerja rewardnya cuma dikasih emoticon jempol;burnout;RPA;sarkasme-RPA
670;capek kerja senin ke jumat ini serius nggak ada adegan dijemput balik kerja jakan siomay mandala;burnout;EE;-
671;duh gw capek capek kerja nyari duitnya aja semoga dijauhi dr org org yg selingkuh di kantor;burnout;EE;-
672;aku dikasih hadiah terus tiap habis capek kerja leehan ㅠㅠ;tidak_burnout;tidak_burnout;-
673;mending lehaleha gaji besar lah jujur ngapain pusing kerja klo gaji dikit;burnout;CY;-
674;ya allah pls bless my man with strength kasian tiap kali liat dia capek kerja hiks;tidak_burnout;tidak_burnout;-
675;dia capek kerja kerasnya selama tahun g dapet uang sama sekali mulai dari gaji dia sebagai editor penyanyi composer pemilik dari brand label juga soalnya uangnya digelapin sama manajernya dpr dulu si scott pukimak;tidak_burnout;tidak_burnout;-
676;capek kerja terus mbak;burnout;EE;-
677;ga usah pak polisibiar pun benar dlm penyelidikan nggak akan bisa di bawa pengadilanpercuma capek kerja;tidak_burnout;tidak_burnout;-
678;capek kerja itu bukan soal fisik;burnout;EE;-
679;capek kerja tapi ingat kalo harus kuat;burnout;EE;-
680;urus rumah tangga juga kerja dan sama capek kerja di kantoran atau diluar rumah dapat uang bulanan kerja dirumah dapat pahala dari allah udah urus anak suami;burnout;EE;-
681;lama lama capek kerja monoton apa gelutin aja ya hobby ini tpi masih basic bangettt ih;burnout;CY;-
682;aku capek kerja boleh ngga sih tiba dapat uang tanpa kerja;burnout;CY;sarkasme-CY
683;capek kerja udh biasa;burnout;EE;-
684;ngeluh capek kerja mulu tapi aku anak pertama;burnout;EE;-
685;gak kerja tapi hidupmu tercukupi ya alhamdulilah kak aku juga mau kalo kayak gitu mah capek kerja gak kaya kaya;burnout;RPA;-
686;paling males kalo ada tarif khusus di weekday musim libur sekolah udah mah capek kerja harus commuting pulang dengan kondisi super berisik dan segala macem bau ada semua;burnout;EE;-
687;ya tuhan dari jumat sampe sekarang kagak kelarkelar besok ada lagi kamis ada lagi jumat gegilaan lagi;burnout;EE;-
688;kalau lagi capek kerja atau kuliah inget aja this is the answer to the prayers you once whispered grateful still;tidak_burnout;tidak_burnout;-
689;maaf guru di sini gaji kecil daripada beli ompreng dan ganti makanan buat sabotase mbg mendingan buat kepulin dapur sendiri dapur di rumah aja kadang masih dingin apalagi kepikiran beli barang mahal kek gitu;burnout;RPA;-
690;nder aku sakit badan sembuh bukan karena obat tapi karena buku kalo km merasa sering sakit badan karena banyak pikiran atau capek kerja;tidak_burnout;tidak_burnout;-
691;capek kerja jam kak;burnout;EE;-
692;desperate capek kerja tapi kalo gak kerja gak punya uang gak bisa beli buku gak bisa jajan;burnout;RPA;-
693;capekcapek kerja apa tujuannya kalau nanti gak tepuk sakinah sama yongke;burnout;EE;-
694;butuh dinafkahi papah capek kerja;burnout;CY;-
695;sesedih itu gapunya mamah di hidup ini tiap capek kerja biasanya pulang tuh selalu cerita ke mamah sembari makan bareng udah setahun lebih mamah pergi tp rasa sakitnya kaya baru kemarin maaf ya mah hari ini nangisin mamah lg kangen banget bangett;burnout;EE;-
696;semangat nabung lagi save all money for the next trip adalah kebahagian kalau capek kerja ayoo kazakhstan menunggumu hahahahaha;tidak_burnout;tidak_burnout;-
697;a vibes bukor capek kerja setiap hari terutama di hari minggu sore gitu selalu semangat ya besok masih selasa;burnout;EE;-
698;yg gapunya anak emang ga capek kerja tanpa hasil tanpa hasil tan_pa ha_sil aduh sini coba kepalanya mau kubedah;tidak_burnout;tidak_burnout;-
699;menangis krn capek kerja muak bgt bisa libur taun gak;burnout;EE;-
700;udah difase dimana makin dewasa males pusing males marah udah gak mau ikut campur hal hal yang bikin mood jelek lakuin apapun yang bikin bahagia diri sendiri;tidak_burnout;tidak_burnout;-
701;jadi moodboster paling ampuh;tidak_burnout;tidak_burnout;-
702;tiba kangen kehidupanku ketika masih kerja nangis capek kerja karena diomelin atasan keknya ga ada apanya sama skg kangen kerja lagi smpe kost beberes trus langsung tidur kangen bolak balik keluar kota buat meeting sama klien nemenin bu bos belanja kangennn;tidak_burnout;tidak_burnout;-
703;gua kalo capek kerja bisa duduk kalo capek duduk bisa berdiri kalo capek berdiri bisa tengkurep sampe atasan gua bilang udah biarin aja namanya bocil;burnout;EE;-
704;sakit banget tapi buat ngutarain sakit aja masih mikir karena dia pasti capek kerja seharian ah anjg;tidak_burnout;tidak_burnout;-
705;ak mengeluh panjang lebar krn capek kerja dan mau roti o tapi roti nya abis dan kelaperan belum makan yaudah aku jemput ya ak lah emg knp mau makan sama aku;burnout;EE;-
706;kalo capek kerja gini ceritanya kesiapa ya;burnout;EE;-
707;walaupun capek kerjakuliah di hari yang sangat ceriya ini kita harus semangat karna ini hari senin karna hari senin adalah awal minggu jadi kita harus mengawalinya dengan ceriya ceriya;tidak_burnout;tidak_burnout;-
708;gue tiap pulang langsung turu bukan karena capek kerja males denger lu pada adu bacot tiap hari giu aja g peka anj;burnout;CY;-
709;gapapaaa emg blm masanya aja ituu nnti klo udh capek kerja punya uang ntar jg paham sendiri kalo dia bisa ngusahain konseran di korea;tidak_burnout;tidak_burnout;-
710;kak mending kamu capek kerja aja gausa nambahin capek debat sama orang bodoh;tidak_burnout;tidak_burnout;-
711;gimana kalo saling ngobrol wkwk sama capek kerja;burnout;EE;-
712;capek kerja disini didoktrin buat buang kucing sakit maaf adek maaf;burnout;EE;-
713;lho justru mereka berkaca dari situ bos besarnya aja santai joget joget ngapain capekcapek kerja benerin masalah yang sebenarnya kan;burnout;CY;sarkasme-CY
714;aku capek jujur aku capek kerja aku butuh teman cerita aku butuh kamu menanggapi ceritaku;burnout;EE;-
715;kayaknya lebih milih terseokseok karena capek kerja sendiri daripada kerja sampe meninggal karena separtner sama jelmaan iblis;burnout;CY;-
716;bener sih aku juga kalau capek kerja selalu mikir ke kakakkakak ipar ku yang bisa liburan dan kerja;burnout;RPA;-
717;trus usahanya dari suami kamu apa masa kamu udh capek kerja disuruh mikir cara nyukupin duit sampe tgl trus lakimu;burnout;RPA;-
718;pernah nggak sih kamu ngerasa capek kerja lalu ngomel kenapa hidupku ginigini aja padahal;burnout;RPA;-
719;capek kerja kita bakal kerja seumur hidup yaa;burnout;CY;-
720;udah kepala pusing krn nangis seharian mata bengkak capek kerja barca dibantai besok senin pulaaa mantappp;burnout;EE;sarkasme-EE
721;𝗸𝗿𝗻𝗴𝘀𝗴𝗿 replied to you hahaha liburan juga dong;tidak_burnout;tidak_burnout;-
722;tapi kalau gak capek kerja gk bisa capek jalan;tidak_burnout;tidak_burnout;-
723;hidup gue udah capek kerja jalur instant aja ya allah please pgn bgt punya bestie seumur hidup semateee;burnout;CY;sarkasme-CY
724;sepertinya ini lesung restaurant di ubud bali banyak scene menunjukkan logo dan staf mereka ikut tren capek kerja tapi ingat kalau harus kalau salah coba cek detail videonya;tidak_burnout;tidak_burnout;-
725;gapapa gapapa kamu cuma kangen kamu cuma capek kerja hari ini terus kangen sebentar inhale exhale terus nonton yang luculucu;tidak_burnout;tidak_burnout;
726;ini kalo ngeluh cape boleh gasihcapek kerja capek ngadepin orang;burnout;EE;-
727;emang gak capek kerja terus;burnout;EE;-
728;pengen punya sugar daddy biar ga capek kerja;burnout;CY;sarkasme-CY
729;capek kerja pengen nikah sama orang kaya aja tapi aku kan takut nikah;burnout;CY;-
730;capek kerja tapi klo ga kerja ga punya duit hnggggg tapi capekkk;burnout;RPA;-
731;capek kerja gaji kecil pengeluaran dari sana sini harus bayarin spp adek lah belom jajannya lah udah gitu punya adek problematik gue dipanggil ke sekolah mulu semua apa apa diandelin ke gue masak lah beres² lah orang² rumah kalo bukan gue yg ngerjain gada yg mau ngerjain;burnout;RPA;-
732;akuu biasanya tidur wkwkwk soalnya capek kerja tugas mulu tapi sekarang weekendku kuisi membaca buku jugaak;burnout;EE;-
733;udah lama banget gk tweet guys soalnya lagi capek kerja dan sibuk interview sana sini yang mau joki tugas skripsi karya tulis ilmiah jurnal dsb bisa langsung ke bio ua;tidak_burnout;tidak_burnout;-
734;pengen dinafkahi aku capek kerja;burnout;CY;-
735;capek kerja seharian tapi gak mau pulang dengan perut kosong langsung gas ke winglok scbd bayar pake qris bank saqu dapet cashback rb lumayan banget buat treat diri sendiri abis lembur;tidak_burnout;tidak_burnout;-
736;semalam jg abis bayarin utang mama duit untukku jd kurang aku capek kerja ikut lembur duitnya dikit untukku makin nangissss;burnout;RPA;-
737;capek kerja gaji yg ditangan cuma dikit sisanya sm keluarga tp mreka gada oengertiannya sm kita;burnout;RPA;-
738;sekarang oktober rasa jenuh kerja sangat bergejolak;burnout;CY;-
739;semangat nderr emang gtu kadang rasanya sedih tp seneng juga krn akhirnya kerja lagi capek nganggur tuh lebih gong dripada capek kerja;tidak_burnout;tidak_burnout;-
740;gaji dikit maunya banyak;burnout;RPA;-
741;pengen nikah pengen jadi ibu rumah tangga capek kerja terus maunya duduk di rumah menyambut suami pulang kerja aja;burnout;CY;-
742;lu capek kerjaemosi limitpasangan juga sering ngambek gajelasminta ini itu dibeliin tp ga bikin mood berubahcaranya dengan ngewehabis ngewe energy negatif semua hilang apalagi pandai ngentotnyacewenya makin nurut;burnout;EE;-
743;ya allah selain capek kerja di rl aku juga capek kerja di bloxburg tapi pengen punya rumah bagus nan nyaman;burnout;EE;-
744;udah mah hidup capek kerja di tambah banyak yg lgbt brutal terang terangan ajg kan geleuh jd weh blokirin;burnout;EE;-
745;mba indoapril knp si mukanya pada jutek minimal senyum mba gw tau lo capek kerja tp dgn lo senyum org lain jg ga bakal mikir x buat kesana lagi gw udh jarang belanja pake plastik tp kenapa perak gw ditilep anying;tidak_burnout;tidak_burnout;-
746;sma capek kerja kalo nikah cuma buat nambahin beban ke perempuan buat apa nikah nyari duit sendiri bisa;burnout;CY;-
747;gue kalau lagi capek kerja kaya gini trs keinget duit gue yg ada di melani ditambah tau fakta kalau dia sempet ke korea ditengah permasalahan ini anjing bgt makin nangis sesegukan;burnout;RPA;-
748;katanya kalo lg capek kerja harus ngucap alhamdulillah biar nikmatnya ga dicabut;tidak_burnout;tidak_burnout;-
749;kasian amat nih anak kampung kehabisan tiket mudik sambat capek kerja di ibukota;burnout;EE;-
750;aku awalnya udah yaudah ikhlas aja aku udh capek kerja ada masalah begini jd makin capek aku bilang sm adminnya terserah lah mau gimana trs dikabarin kl adminnya nemu seller jual rd ina jd mau diganti pake itu oke aku ga masalah;burnout;EE;-
751;kalau capek kerja obatnya tu di pukpuk tapi yang peluk aja gaada;tidak_burnout;tidak_burnout;-
752;kyk pcrku jir tiap hari ngeluh capek kerja jg plg mlm trs aku pernah nenangin malah beliau muring anjir wkwkwk;burnout;EE;-
753;wkwkwk anyinglah w juga capek kerja mulu tp kl ditinggal bengong dikit pen nangis;burnout;EE;-
754;ih so sweet banget tp asli ya kalau capek kerja emang butuh ketenangan seperti studio sam ini contohnya bau cat minyak bau kucing mauu juga bagus sekali deskripsinya kak;burnout;EE;-
755;kerja di rumah jenuh kerja di luar capek;burnout;EE;sarkasme-EE
756;hiburan kakak kakak capek kerja aja itu;burnout;EE;-
757;capek kerja ingin ngentot brutal bersamamu;tidak_burnout;tidak_burnout;-
758;ya allah capek bgt tapi ttp bersyukur soalnya capek kerja bukan capek nganggur;burnout;EE;-
759;kayanya badan gue udah menolak susah dan capek kerja lembur lebih dari jam itu bikin lemes dan drop seharian tidur di mushola eh malah kaki gue yg sakit karena kan karpet nya keras lemah banget ini tubuh;burnout;EE;-
760;i have this whole notion itineraries of places i want to visit someday tiap capek kerja hobiku bikin plan ginian padahal ya gatau kpn berangkatnya;burnout;EE;-
761;gue sering bingung bedain rasa capek kerja sama rasa gak mood ngapangapain;tidak_burnout;tidak_burnout;-
762;kembalikan driver langganan ku ya allah sumpah keselll;tidak_burnout;tidak_burnout;-
763;kangen sama pacarku yang manis ganteng cakep mwahmwah butuh update booster karena seharian capek kerja;burnout;EE;-
764;udah capek kerja sampe rumah mesti ngurus bayi tahun;burnout;CY;sarkasme-CY
765;hahahahhaha bagus ga usah capekcapek kerja;burnout;CY;sarkasme-CY
766;jatuhnya kek gw ga bakalan peduli anjir mau sakit mau telat bangun kerja mau capek kerja ga gw perhatiin hah sekian uneg gw;burnout;CY;-
767;aku cewek capek kerja tapi ga mau nikahh;burnout;EE;-
768;capek kerja shifting ga ngotak jam lu bayangin jammmmmmmm;burnout;EE;-
769;capek kerja si tp kalo sakit ya bingung yak;burnout;EE;-
770;capek kerja capek mikirin geonwoo kemarin untung dah otw debut bisa masuk igd ini tadi sih udh mau ke igd ya tapi malu anj;burnout;EE;-
771;gak aku gamau capek kerja nyari duit;burnout;CY;-
772;gua udh capek kerja mau jdi bapak rumah tangga aj;burnout;CY;
773;yang bikin capek kerja ilang;tidak_burnout;tidak_burnout;-
774;serius capek kerja ga ada apanya dibanding anak sakit;tidak_burnout;tidak_burnout;-
775;udah capek kerja gajinya kek bercanda banget;burnout;CY;-
776;capeknya ini badan takut timbang part anjir dan bangun capek berangkat kerja capek kerja juga capek;burnout;EE;sarkasme-EE
777;cewek kalau capek kerja bisa bilang mau nikah aja cowok mana bisa gitu nikah ga nikah tetep harus kerja;burnout;CY;-
778;jujur w capek kerja kek ga ada hasil;burnout;RPA;-
779;bener nihh karna udah capek kerja duluan;tidak_burnout;tidak_burnout;-
780;mau ngeluh capek kerja tapi dapet duit;tidak_burnout;tidak_burnout;-
781;omg adek aku capek kerja hari iniiii baru beres tadi set;tidak_burnout;tidak_burnout;-
782;kamu pasti capek kerja aku loh udah ngertiin kamu aku takut;tidak_burnout;tidak_burnout;-
783;kosan hening dong bayangin aja nder udah capek kerja dari pagi sampe sore malemnya hidup lu ga tenang dengerin ortu berantem apa ga cape lu;burnout;EE;-
784;orang kerja tuh dari kemaren bukan capek kerja nya tapi capek di jalan alias macet banget bjit jakarta;burnout;EE;-
785;sigh tolong jangan nyari masalah gue udah capek kerja a dan b belum freelance dan event dan tau sendiri gue sibuk sana sini;burnout;EE;-
786;apalah lucu banget enak ya xing punya orang yang bisa dipeluk sehabis capek kerja;burnout;EE;-
787;hujan pas udh di rumah habis capek kerja seharian udh mandi udh sholat isya udh di kasur lampu mati selimut tebal beuuhhhh nikmat bgt;tidak_burnout;tidak_burnout;-
788;udah tua masih suka maen slot jajan cewe gaji dikit tanggungan banyak anak istri emang tai ni orang;tidak_burnout;tidak_burnout;-
789;kondisi sta parung panjang depan lift jelas tertulis lift diprioritaskan untuk tetep aja yg dateng duluan walaupun normal cuma capek kerja gamau ngalah;tidak_burnout;tidak_burnout;-
790;duh kasian banget nakes yg kena shift malem udah capek kerja beneran malah dituduh narkoba wtf;tidak_burnout;tidak_burnout;-
791;bisa gak sih haha hehe doang trs dapet duitcapekkerja;burnout;CY;sarkasme-CY
792;kapan ya capek kerja seminggu jumat sorenya cuddle pengen hugging;burnout;EE;-
793;oi capek kerja oi;burnout;EE;-
794;udah capek kerja duluan bang;burnout;EE;-
795;sudahlah gaji dikit nyanyi aja diberitain;burnout;CY;sarkasme-CY
796;yg hemat waktu byk percayalah kalo udh capek kerja pasti pengen cepet sampe rumah kalo masalah mesin cuci;tidak_burnout;tidak_burnout;-
797;lalu aku samperin bayinya digendong ibunya tidak sedang menangis langsung saja aku gangguin dulu bayinya aku bilang ihhh aku happy sekali dapat pasien kecil ini auntie sudah capek kerja dari siang lihat kamu yang imut hilang deh capeknya;tidak_burnout;tidak_burnout;-
798;makbapaklu tuh capek kerja biar anaknya sekolah eh anaknya goblok gini wkwkwkwk kasian gue mah apa gue cari aja dan kasih tau orang tua lu kelakuan anaknya kek bajingan gini gampang;tidak_burnout;tidak_burnout;-
799;boleh setiap capek kerja menengok sanegiyuu yg dibingkai dengan indah mwach;tidak_burnout;tidak_burnout;-
800;yang di cari uang bub capek kerja juga;burnout;CY;-
801;ya allah aku capek kerja abis ngurus rumah ya allah tapi aku banyak mau yaudah deh aku kerja lagi;burnout;EE;-
802;gen z yg udah capek kerja di usia tahun;burnout;EE;-
803;makasih ya changmin aku capek kerja langsung ga capek liat km n kemeja imut itu hehe;tidak_burnout;tidak_burnout;-
804;todays pizza recap puji tuhan masih diberi capek kerja dan masih diberi kesibukan we cheered up;tidak_burnout;tidak_burnout;-
805;serius dapet salonpas dyandra tau aja banyak kaum jompo yg ikut konser setelah capek kerja wkwk;burnout;EE;-
806;ya gpp asal jgn ngerengek kawin gapake kondom pake kondom jg klo tau jadi kondisi blom siap bakal lebih kerasa ruwetnya drpd bahagianya bukan pesimis tp realistis org kantor banyak yg gini capek kerja pulang istri minta duit terus dikantor ngeluh;burnout;EE;-
807;ayok cuyong ke indo habis itu kita nikah aku capek kerja aaaaaaa;burnout;EE;-
808;capek kerja paling enek cuddle naked;burnout;CY;-
809;cewek kalo lagi capek kerja gakboleh badmood yak;tidak_burnout;tidak_burnout;-
810;semua punya capeknya ada yang capek nyari kerja ada yang capek kerja ada yang capek di rumah tangga jadi inget kata ust adi hidayat dunia emang tempatnya capek;tidak_burnout;tidak_burnout;-
811;kaya pacar lagi ngeluh seharian capek kerja;tidak_burnout;tidak_burnout;-
812;tapi lebih baik capek kerja kak;tidak_burnout;tidak_burnout;-
813;noh disini gaji jt sebulan dibebasin pajak;tidak_burnout;tidak_burnout;-
814;ya allah pedih amat jadi cpns di indonesia udah mah gaji dikit dikiranya banyak duit lagi apalagi kalau nakes;burnout;CY;-
815;baru paham gaji besar tapi jauh dari rumah atau gaji dikit tapi dekat dari rumah yaa ada plus minusnya tapi tetep alhamdulillah;tidak_burnout;tidak_burnout;-
816;lu capek kerja pulang ke rumah hati niatnya senang berharap mbg setidaknya membantu kalian bisa fokus kerja karena setidaknya makan siang tanpa awasan ortu bisa bergizi tp pulang malah ngedapetin anak kalian keracunan makanan;burnout;EE;-
817;capek kerja abang mau peluk;burnout;EE;-
818;intinya kerja di lembaga tuh kek tai bgt orangnya sampah senioritas tinggi persaingan kek di hutan gaji dikit cuihh;burnout;CY;-
819;yang capek kerja bukan lu doang semua orang jg capek;tidak_burnout;tidak_burnout;-
820;capek kerja pengen di nafkahin sama joss wayar aja gue;burnout;CY;-
821;capek kerja udah habisin tenaga gak kuat ngikutin mau haters fokus vote aja;burnout;EE;-
822;hehe terimakasih sayang semoga ini bisa jadi hiburan kecil kamu setelah capek kerja ya semangat dan jangan lupa jaga kesehatan;tidak_burnout;tidak_burnout;-
823;ihhh kayanya aku pernah share inii ngee jujur banyak bgt yg muji jadi walau capek kerja aku jd ada adegan senyumnya;tidak_burnout;tidak_burnout;-
824;kalo lagi capek kerja emang enaknya maki israel;burnout;CY;sarkasme-CY
825;yaelah bang gue abis capek kerja dikasih pap dimobil;burnout;EE;-
826;ribut klau anak nya hrs begadang yo paham udh capek kerja emg aku jg gk capek apakyk gk pernah punya anak tog gk ada pernah lupa semua kejadian yg bikin aku luka bismillah mulai mlm ini gk tidur semoga gk terlalu rewel;burnout;EE;-
827;sumpah orang yang kerja di jakarta pada bawa mobil mental nya pada sehat gak sih udah capek kerja capek dijalan juga;burnout;EE;-
828;asli gw capek kerja pelayanan info loker office non pelayanan dong guys;burnout;EE;-
829;diriku sedang demam disuruh istirahat sampe hari kedepan;burnout;EE;-
830;capek kerja and yapping sendiri;burnout;EE;-
831;jujur gua pengen juga ngampus trs seneng seneng ga usah mikirin kerjaan kaya yauda ngampus ya ngampus masih ada energi utk skolah bukan udah capek kerja tapi gua seneng juga kok sama kerjaan gue cuma capek aja ngerti ga sih;burnout;EE;-
832;emang paling bener kalau udah capek kerja dan abis barusan baca pedoman yang bikin mumet itu jangan dulu berinteraksi di sosmed alhasil dirujuk netizen karena keteledoran diri sendiri maafff;burnout;EE;-
833;wkaka capek kerja terus;burnout;EE;-
834;lg capek kerja kak mgkin sementara yaa semoga bsok semangat lagi;burnout;EE;-
835;ywd mulain dari sekarang buat lah bg pk pribari kalau aku sakit kerna capek kerja y kalau gk pijit pasti suntik neurobion obat yg aku simpan bodrek antangi tablet balsem dan koyok cabe bg juga buat biar gk panik pas sakit harus ada juga temansaudara yg dekat loh;burnout;EE;-
836;aku cuma mau bebas secepatnya ga perlu capek kerja supaya bisa hidup kalau waktunya berakhir maka berakhirlah dengan baik amin;burnout;CY;-
837;tapi nyium kucing gemes kayak gini ntah knapa hilangin stress sama capek kerja energinya kayak keisi lagi apalagi kalo nyium perutnya mihh enak beut wanginya kalah aromaterapi btw hai bang roro;tidak_burnout;tidak_burnout;-
838;capek kerja mau sama suamiku aja bisa enggak ya;burnout;EE;-
839;capek kerja langsung luntur pas baca review client yang senyenengin ini terima kasih sudah menggunakan jasa bisalunas;tidak_burnout;tidak_burnout;-
840;semua juga capek kerja tapi kalo ngeluh sambil marah ke gua yaa gua males juga lah tai;burnout;EE;-
841;yang capek kerja bukan lu doang tai;tidak_burnout;tidak_burnout;-
842;suruh yang buka lowongan itu makan tai aja udah persyaratan nya banyakgaji dikit disuruh pula lagi buat jagain anak nya streessss;burnout;CY;-
843;kalo capek kerja jgn pernah ngeluh tapi inhale exhale ucapin alhamdulillah pdahal ini allah udah jawab doa dengan ngasih rezeki yang cukup tapi ngejalaninnya masa ngeluh dengan kerja yg melelahkan ini jalan allah kasih rezeki jd gaboleh ngeluh yaaa;tidak_burnout;tidak_burnout;-
844;ke kalimantan gaji juta itu suamiku dulu jaman dia fresh grade thn lalu kalo jaman skrg mah ga ada artinya sgtu umr jakarta aja udh di atas jt klo masih bisa cari yg di sekitar jabodetabek mending lepas aja ngerantau di pulau orang itu ga pernah mudah apalagi gaji dikit;tidak_burnout;tidak_burnout;-
845;tapi kl lu sedih bukan krn dia mah gpp tau kan dia capek kerja mungkin atau ada kegiatan lain soalnya doi tipikal tidur hrs jam jadi ya gue biarin aja tidur gue jg ikut tidur supaya ga sedih lagi;tidak_burnout;tidak_burnout;-
846;jujur capek kerja belakangan ini tuh bukan karena jobdesc atau kerjaan tapi karena sifat dan sikap orang orang nya yang bikin energy tuh ngedrain banget anjir;burnout;EE;-
847;pengen cepet nikah dah nikah gaji suami up juta soalnya aku mau jadi irt aja capek kerja;burnout;CY;sarkasme-CY
848;enak gaenak enaknya di aku dulu kerja jrg lembur gaenaknya gaji dikit coworker muka sama ownernya pilih kasih soal gaji;burnout;CY;
849;beneran ga ada tenaga capek bgt hari ini gaji dikit ada istirahat nya dari pagi sampe sore bahkan sampe mau ngomong aja ga sanggup gegara dah muak ngomel di kelas sampe suara gw abis;burnout;EE;-
850;yaallah berikan hamba m belanja jalanjalan capek kerja terus yaallah;burnout;EE;-
851;capek kerja mau jadi trophy wife aja;burnout;CY;sarkasme-CY
852;engga seungmin hari ini aku ngga full energi tapi full error di new apps capek banget;burnout;EE;-
853;bu jadi dewasa capek ya capek kerja banyak mimpiku yang masih belum terlihat tapi umurku sudah mau aku melakukan rutinitas yang sama setiap hari yang membuat aku jadi lelah dan bosan;burnout;RPA;-
854;tapi kalo capek kerja enakeun pake itu bangun tidur seger;tidak_burnout;tidak_burnout;-
855;hariini capek kerja bgt rasanya energi banyak kekuras ngerjain budget yang kyk;burnout;EE;-
856;capek sekolah atau capek kerja;tidak_burnout;tidak_burnout;-
857;yeay so happy for you ave nanti saya kapankapan ikut beli deh semoga es telernya bisa jadi penyemangat setelah capek kerja;tidak_burnout;tidak_burnout;-
858;lu bayangin kelar nyetir habis capek kerja disuguhin susu;tidak_burnout;tidak_burnout;-
859;capek kerja pengen jadi princess aja;burnout;CY;sarkasme-CY
860;tapi sekarang agak nyesel sih gaji dikit jobdesk seabrek mana rekan kerja kek tai tapi harus bertahan setidaknya tahun aja selain buat konser ateez buat nabung biaya merantau;burnout;CY;-
861;gpp kak capek kerja aja;burnout;EE;-
862;jujur ya jd manusia tuh jgn bitter kaya idup u apa ga capek kerja trs u pegang hp dan jd manusia yg sangat bitter begitu hadah bgt;tidak_burnout;tidak_burnout;-
863;ternyata gaji dikit klo disyukuri jadi tetap dikit ya;burnout;CY;sarkasme-CY
864;wajar ga sih ngeluh capek kerja jam ga ada libur;burnout;EE;sarkasme-EE
865;jujur aku kok capek kerja ya tp gajinya mayan;burnout;EE;-
866;dembele mengajarkan kita cara untuk menang valondor jgn main buat barca udh gaji dikit ngampas gk bisa ucl;tidak_burnout;tidak_burnout;-
867;baru kali ini gue pengen cepet liat bias gue wamil bukan karna gk sayangjustru karna gue sayang bgt sama bias gue gue pengen liat dia menjauh sementara dari lingkungan yg toxic dan melelahkan ini bias gue capek kerja tapi gk dikasih timbal balik yg sepadan apalagi lebih;tidak_burnout;tidak_burnout;-
868;capek kerja pgn dinafkahi aja pls;burnout;CY;-
869;kalo sampe itu kejadian gua capek kerja buat apa yaa;burnout;RPA;-
870;jadi gak mood udah capek kerja duluan;burnout;EE;-
871;capek bukan capek kerja;tidak_burnout;tidak_burnout;-
872;wuh portonya mantap kali ya kak tapi ada yang komen kalo segampang itu ngapain capek kerja malah jadi down;burnout;RPA;-
873;aku di hari ketika capek kerja apa aku salah ya harusnya dulu aku nurut aja;burnout;RPA;-
874;capek kerja doang yah;burnout;EE;sarkasme-EE
875;sering liat bapak mijet kaki mama dan sekarang aku ngerasain apa yg mama rasain suamiku mijet kakiku padahal seharian kita samasama capek kerja masyaallah allahumma barik;tidak_burnout;tidak_burnout;-
876;gimana ya rasanya capek kerja tapi balik ttp lihat senyuman keluarga tercinta ibu adik kakak ponakan lucu;tidak_burnout;tidak_burnout;-
